Date,Product_Line,Defect_Type,Shift,Inspector,Units_Inspected,Defects_Found,Pass,Defect_Rate_%
2024-01-24,Assembly A,Surface Defect,Afternoon,Inspector 3,130,5,0,3.85
2024-01-24,Assembly A,No Defect,Night,Inspector 1,167,0,1,0.0
2024-01-24,Assembly B,No Defect,Morning,Inspector 2,279,0,1,0.0
2024-01-25,Assembly A,No Defect,Morning,Inspector 1,197,0,1,0.0
2024-01-25,Sub-System Z,No Defect,Morning,Inspector 4,188,0,1,0.0
2024-01-25,Assembly B,Surface Defect,Morning,Inspector 4,131,2,0,1.53
2024-01-25,Component Y,Assembly Fault,Afternoon,Inspector 2,75,2,0,2.67
2024-01-25,Sub-System Z,No Defect,Afternoon,Inspector 3,196,0,1,0.0
2024-01-25,Assembly A,Surface Defect,Morning,Inspector 4,281,11,0,3.91
2024-01-25,Component Y,Surface Defect,Afternoon,Inspector 3,150,2,0,1.33
2024-01-26,Component X,Assembly Fault,Night,Inspector 3,206,1,0,0.49
2024-01-28,Assembly B,Surface Defect,Morning,Inspector 3,112,7,0,6.25
2024-01-28,Sub-System Z,No Defect,Morning,Inspector 3,155,0,1,0.0
2024-01-29,Component X,No Defect,Night,Inspector 2,73,0,1,0.0
2024-01-29,Sub-System Z,No Defect,Night,Inspector 1,148,0,1,0.0
2024-01-29,Component X,Dimensional Error,Night,Inspector 3,131,4,0,3.05
2024-01-29,Component X,No Defect,Night,Inspector 1,154,0,1,0.0
2024-01-31,Component X,No Defect,Morning,Inspector 1,78,0,1,0.0
2024-01-31,Sub-System Z,Material Flaw,Afternoon,Inspector 3,178,1,0,0.56
2024-01-31,Sub-System Z,No Defect,Night,Inspector 4,57,0,1,0.0
2024-01-31,Sub-System Z,No Defect,Night,Inspector 1,90,0,1,0.0
2024-02-01,Component Y,No Defect,Morning,Inspector 1,215,0,1,0.0
2024-02-01,Assembly A,No Defect,Morning,Inspector 2,74,0,1,0.0
2024-02-01,Component X,Surface Defect,Night,Inspector 1,176,14,0,7.95
2024-02-02,Assembly B,Surface Defect,Night,Inspector 3,151,1,0,0.66
2024-02-02,Sub-System Z,No Defect,Morning,Inspector 2,58,0,1,0.0
2024-02-02,Component X,No Defect,Afternoon,Inspector 4,130,0,1,0.0
2024-02-03,Sub-System Z,Assembly Fault,Morning,Inspector 1,180,3,0,1.67
2024-02-03,Assembly B,No Defect,Night,Inspector 3,216,0,1,0.0
2024-02-03,Assembly B,No Defect,Night,Inspector 4,265,0,1,0.0
2024-02-03,Sub-System Z,Material Flaw,Night,Inspector 2,205,14,0,6.83
2024-02-04,Component Y,No Defect,Night,Inspector 4,147,0,1,0.0
2024-02-05,Assembly A,No Defect,Afternoon,Inspector 2,142,0,1,0.0
2024-02-05,Sub-System Z,No Defect,Afternoon,Inspector 3,228,0,1,0.0
2024-02-05,Sub-System Z,Material Flaw,Afternoon,Inspector 1,194,6,0,3.09
2024-02-05,Assembly B,No Defect,Afternoon,Inspector 3,63,0,1,0.0
2024-02-05,Component Y,No Defect,Night,Inspector 3,192,0,1,0.0
2024-02-05,Component Y,Dimensional Error,Night,Inspector 2,288,12,0,4.17
2024-02-06,Assembly A,No Defect,Night,Inspector 1,108,0,1,0.0
2024-02-06,Component Y,No Defect,Night,Inspector 1,250,0,1,0.0
2024-02-06,Assembly A,No Defect,Night,Inspector 2,173,0,1,0.0
2024-02-07,Sub-System Z,Assembly Fault,Night,Inspector 3,203,8,0,3.94
2024-02-07,Sub-System Z,Dimensional Error,Afternoon,Inspector 1,71,5,0,7.04
2024-02-07,Component X,No Defect,Morning,Inspector 4,77,0,1,0.0
2024-02-08,Assembly B,No Defect,Afternoon,Inspector 1,73,0,1,0.0
2024-02-08,Sub-System Z,Surface Defect,Night,Inspector 1,152,11,0,7.24
2024-02-09,Assembly A,Surface Defect,Night,Inspector 1,257,8,0,3.11
2024-02-10,Assembly B,No Defect,Morning,Inspector 1,65,0,1,0.0
2024-02-11,Sub-System Z,No Defect,Night,Inspector 1,117,0,1,0.0
2024-02-11,Component Y,No Defect,Night,Inspector 1,238,0,1,0.0
2024-02-11,Assembly A,No Defect,Night,Inspector 1,267,0,1,0.0
2024-02-11,Component X,Surface Defect,Afternoon,Inspector 2,191,4,0,2.09
2024-02-12,Sub-System Z,No Defect,Morning,Inspector 1,74,0,1,0.0
2024-02-12,Sub-System Z,Assembly Fault,Afternoon,Inspector 1,91,12,0,13.19
2024-02-14,Component X,Surface Defect,Afternoon,Inspector 2,252,2,0,0.79
2024-02-14,Sub-System Z,Dimensional Error,Morning,Inspector 1,176,9,0,5.11
2024-02-14,Sub-System Z,Material Flaw,Night,Inspector 2,153,11,0,7.19
2024-02-14,Sub-System Z,No Defect,Afternoon,Inspector 3,239,0,1,0.0
2024-02-15,Assembly A,Surface Defect,Afternoon,Inspector 2,59,5,0,8.47
2024-02-15,Sub-System Z,Material Flaw,Afternoon,Inspector 4,265,14,0,5.28
2024-02-16,Sub-System Z,No Defect,Night,Inspector 4,267,0,1,0.0
2024-02-16,Component Y,Assembly Fault,Night,Inspector 2,79,4,0,5.06
2024-02-17,Assembly B,No Defect,Morning,Inspector 4,159,0,1,0.0
2024-02-17,Component Y,No Defect,Morning,Inspector 1,213,0,1,0.0
2024-02-17,Component X,No Defect,Night,Inspector 2,99,0,1,0.0
2024-02-18,Component X,Assembly Fault,Night,Inspector 2,237,13,0,5.49
2024-02-18,Assembly B,Assembly Fault,Afternoon,Inspector 4,96,8,0,8.33
2024-02-18,Sub-System Z,Material Flaw,Morning,Inspector 1,149,3,0,2.01
2024-02-18,Sub-System Z,Surface Defect,Night,Inspector 2,256,11,0,4.3
2024-02-19,Assembly A,Material Flaw,Night,Inspector 1,110,14,0,12.73
2024-02-19,Sub-System Z,Material Flaw,Night,Inspector 3,272,8,0,2.94
2024-02-19,Assembly B,No Defect,Night,Inspector 3,284,0,1,0.0
2024-02-19,Sub-System Z,Dimensional Error,Afternoon,Inspector 1,263,10,0,3.8
2024-02-19,Component X,Surface Defect,Night,Inspector 3,158,4,0,2.53
2024-02-19,Component X,Assembly Fault,Night,Inspector 1,163,11,0,6.75
2024-02-19,Assembly A,Assembly Fault,Night,Inspector 2,99,6,0,6.06
2024-02-20,Component X,Material Flaw,Morning,Inspector 2,114,4,0,3.51
2024-02-20,Component X,No Defect,Afternoon,Inspector 4,296,0,1,0.0
2024-02-20,Component X,No Defect,Afternoon,Inspector 2,100,0,1,0.0
2024-02-20,Sub-System Z,No Defect,Afternoon,Inspector 1,58,0,1,0.0
2024-02-20,Component X,Surface Defect,Afternoon,Inspector 4,78,14,0,17.95
2024-02-20,Assembly B,No Defect,Night,Inspector 1,105,0,1,0.0
2024-02-21,Sub-System Z,Material Flaw,Night,Inspector 4,244,3,0,1.23
2024-02-21,Assembly B,No Defect,Afternoon,Inspector 1,238,0,1,0.0
2024-02-22,Assembly A,Assembly Fault,Afternoon,Inspector 1,108,10,0,9.26
2024-02-22,Assembly B,Material Flaw,Night,Inspector 3,290,8,0,2.76
2024-02-22,Component Y,No Defect,Afternoon,Inspector 2,150,0,1,0.0
2024-02-23,Assembly A,No Defect,Afternoon,Inspector 2,166,0,1,0.0
2024-02-23,Component X,Assembly Fault,Night,Inspector 2,188,1,0,0.53
2024-02-23,Component Y,No Defect,Night,Inspector 1,205,0,1,0.0
2024-02-23,Assembly A,No Defect,Night,Inspector 4,171,0,1,0.0
2024-02-23,Sub-System Z,No Defect,Afternoon,Inspector 1,249,0,1,0.0
2024-02-23,Sub-System Z,Surface Defect,Afternoon,Inspector 1,65,1,0,1.54
2024-02-24,Component X,No Defect,Afternoon,Inspector 2,298,0,1,0.0
2024-02-24,Sub-System Z,No Defect,Morning,Inspector 1,195,0,1,0.0
2024-02-24,Sub-System Z,No Defect,Afternoon,Inspector 3,92,0,1,0.0
2024-02-24,Assembly A,No Defect,Afternoon,Inspector 4,81,0,1,0.0
2024-02-24,Component Y,No Defect,Afternoon,Inspector 1,148,0,1,0.0
2024-02-24,Assembly A,No Defect,Morning,Inspector 3,269,0,1,0.0
2024-02-24,Assembly A,No Defect,Night,Inspector 3,271,0,1,0.0
2024-02-24,Sub-System Z,Material Flaw,Morning,Inspector 2,135,4,0,2.96
2024-02-25,Component X,Surface Defect,Afternoon,Inspector 4,128,12,0,9.38
2024-02-25,Assembly B,No Defect,Afternoon,Inspector 3,220,0,1,0.0
2024-02-25,Sub-System Z,Assembly Fault,Night,Inspector 2,56,4,0,7.14
2024-02-26,Component X,No Defect,Night,Inspector 1,168,0,1,0.0
2024-02-26,Component Y,No Defect,Night,Inspector 4,154,0,1,0.0
2024-02-27,Component Y,No Defect,Morning,Inspector 3,270,0,1,0.0
2024-02-28,Component X,Surface Defect,Afternoon,Inspector 3,224,2,0,0.89
2024-02-28,Component X,No Defect,Morning,Inspector 1,238,0,1,0.0
2024-02-28,Component Y,Dimensional Error,Morning,Inspector 3,96,11,0,11.46
2024-02-29,Component X,No Defect,Morning,Inspector 1,125,0,1,0.0
2024-02-29,Sub-System Z,Material Flaw,Afternoon,Inspector 4,125,4,0,3.2
2024-02-29,Assembly A,No Defect,Morning,Inspector 2,284,0,1,0.0
2024-03-01,Assembly A,No Defect,Morning,Inspector 3,193,0,1,0.0
2024-03-02,Sub-System Z,No Defect,Morning,Inspector 1,217,0,1,0.0
2024-03-02,Assembly A,Dimensional Error,Morning,Inspector 3,127,12,0,9.45
2024-03-03,Sub-System Z,Assembly Fault,Afternoon,Inspector 2,118,7,0,5.93
2024-03-03,Assembly A,Surface Defect,Afternoon,Inspector 3,137,6,0,4.38
2024-03-03,Assembly A,No Defect,Morning,Inspector 3,172,0,1,0.0
2024-03-04,Assembly B,Assembly Fault,Afternoon,Inspector 1,202,1,0,0.5
2024-03-05,Assembly B,Surface Defect,Morning,Inspector 3,108,11,0,10.19
2024-03-06,Component X,No Defect,Morning,Inspector 1,70,0,1,0.0
2024-03-06,Assembly B,No Defect,Morning,Inspector 4,280,0,1,0.0
2024-03-07,Sub-System Z,Material Flaw,Morning,Inspector 4,167,2,0,1.2
2024-03-07,Component Y,No Defect,Morning,Inspector 1,194,0,1,0.0
2024-03-07,Sub-System Z,No Defect,Night,Inspector 4,224,0,1,0.0
2024-03-08,Sub-System Z,Assembly Fault,Afternoon,Inspector 3,197,8,0,4.06
2024-03-09,Component X,Surface Defect,Night,Inspector 3,111,6,0,5.41
2024-03-09,Assembly A,No Defect,Morning,Inspector 2,91,0,1,0.0
2024-03-10,Assembly B,Dimensional Error,Morning,Inspector 4,71,1,0,1.41
2024-03-10,Assembly B,No Defect,Afternoon,Inspector 2,137,0,1,0.0
2024-03-10,Assembly B,Surface Defect,Afternoon,Inspector 2,253,9,0,3.56
2024-03-10,Component Y,No Defect,Night,Inspector 2,60,0,1,0.0
2024-03-11,Sub-System Z,No Defect,Morning,Inspector 2,190,0,1,0.0
2024-03-11,Assembly A,Dimensional Error,Morning,Inspector 2,290,1,0,0.34
2024-03-11,Component X,No Defect,Afternoon,Inspector 1,190,0,1,0.0
2024-03-11,Assembly A,No Defect,Afternoon,Inspector 2,213,0,1,0.0
2024-03-12,Sub-System Z,No Defect,Afternoon,Inspector 2,132,0,1,0.0
2024-03-12,Assembly A,No Defect,Morning,Inspector 4,119,0,1,0.0
2024-03-13,Sub-System Z,Dimensional Error,Afternoon,Inspector 2,198,12,0,6.06
2024-03-13,Sub-System Z,No Defect,Night,Inspector 2,183,0,1,0.0
2024-03-13,Assembly B,No Defect,Night,Inspector 2,197,0,1,0.0
2024-03-14,Component Y,No Defect,Afternoon,Inspector 3,124,0,1,0.0
2024-03-14,Sub-System Z,Dimensional Error,Afternoon,Inspector 1,67,7,0,10.45
2024-03-14,Sub-System Z,No Defect,Morning,Inspector 1,282,0,1,0.0
2024-03-15,Assembly A,Assembly Fault,Night,Inspector 3,189,7,0,3.7
2024-03-16,Assembly A,No Defect,Night,Inspector 2,180,0,1,0.0
2024-03-16,Assembly B,No Defect,Night,Inspector 1,132,0,1,0.0
2024-03-16,Assembly B,No Defect,Afternoon,Inspector 3,222,0,1,0.0
2024-03-16,Sub-System Z,No Defect,Afternoon,Inspector 1,216,0,1,0.0
2024-03-16,Sub-System Z,Surface Defect,Night,Inspector 4,210,1,0,0.48
2024-03-17,Assembly A,No Defect,Afternoon,Inspector 4,289,0,1,0.0
2024-03-17,Component X,No Defect,Morning,Inspector 1,174,0,1,0.0
2024-03-17,Component Y,No Defect,Afternoon,Inspector 2,263,0,1,0.0
2024-03-17,Assembly B,No Defect,Night,Inspector 2,143,0,1,0.0
2024-03-18,Component X,No Defect,Afternoon,Inspector 3,223,0,1,0.0
2024-03-18,Sub-System Z,No Defect,Morning,Inspector 3,278,0,1,0.0
2024-03-19,Assembly A,No Defect,Night,Inspector 4,286,0,1,0.0
2024-03-20,Sub-System Z,No Defect,Afternoon,Inspector 2,250,0,1,0.0
2024-03-20,Assembly B,No Defect,Afternoon,Inspector 3,103,0,1,0.0
2024-03-20,Assembly A,Surface Defect,Morning,Inspector 4,176,10,0,5.68
2024-03-20,Sub-System Z,No Defect,Night,Inspector 1,184,0,1,0.0
2024-03-21,Sub-System Z,Material Flaw,Afternoon,Inspector 2,295,6,0,2.03
2024-03-21,Assembly A,No Defect,Afternoon,Inspector 1,210,0,1,0.0
2024-03-21,Component X,No Defect,Night,Inspector 4,110,0,1,0.0
2024-03-22,Assembly B,No Defect,Afternoon,Inspector 1,158,0,1,0.0
2024-03-22,Component Y,Assembly Fault,Afternoon,Inspector 4,202,12,0,5.94
2024-03-23,Component X,Surface Defect,Morning,Inspector 1,219,9,0,4.11
2024-03-24,Component X,No Defect,Afternoon,Inspector 3,203,0,1,0.0
2024-03-24,Sub-System Z,Surface Defect,Morning,Inspector 3,196,3,0,1.53
2024-03-24,Sub-System Z,Surface Defect,Morning,Inspector 3,92,1,0,1.09
2024-03-25,Assembly B,No Defect,Afternoon,Inspector 3,158,0,1,0.0
2024-03-25,Component X,No Defect,Night,Inspector 3,237,0,1,0.0
2024-03-25,Component Y,No Defect,Afternoon,Inspector 3,128,0,1,0.0
2024-03-25,Assembly B,No Defect,Night,Inspector 3,83,0,1,0.0
2024-03-26,Component X,No Defect,Night,Inspector 1,112,0,1,0.0
2024-03-27,Component Y,Assembly Fault,Afternoon,Inspector 3,106,5,0,4.72
2024-03-27,Component Y,No Defect,Night,Inspector 1,132,0,1,0.0
2024-03-27,Component X,No Defect,Afternoon,Inspector 1,130,0,1,0.0
2024-03-28,Component Y,Surface Defect,Afternoon,Inspector 4,134,7,0,5.22
2024-03-28,Assembly A,No Defect,Night,Inspector 3,295,0,1,0.0
2024-03-30,Component Y,Dimensional Error,Afternoon,Inspector 4,222,3,0,1.35
2024-03-30,Assembly A,No Defect,Morning,Inspector 2,225,0,1,0.0
2024-03-30,Sub-System Z,Assembly Fault,Morning,Inspector 2,232,2,0,0.86
2024-03-30,Component Y,No Defect,Night,Inspector 1,141,0,1,0.0
2024-03-30,Component Y,No Defect,Morning,Inspector 4,81,0,1,0.0
2024-03-30,Assembly B,No Defect,Afternoon,Inspector 1,269,0,1,0.0
2024-03-30,Assembly B,No Defect,Afternoon,Inspector 3,205,0,1,0.0
2024-03-30,Assembly B,No Defect,Morning,Inspector 1,187,0,1,0.0
2024-03-30,Assembly A,Surface Defect,Night,Inspector 1,164,6,0,3.66
2024-03-31,Sub-System Z,No Defect,Morning,Inspector 4,210,0,1,0.0
2024-03-31,Component X,No Defect,Morning,Inspector 1,100,0,1,0.0
2024-03-31,Component Y,No Defect,Night,Inspector 2,77,0,1,0.0
2024-03-31,Component Y,No Defect,Morning,Inspector 1,98,0,1,0.0
2024-04-01,Sub-System Z,Material Flaw,Afternoon,Inspector 3,125,12,0,9.6
2024-04-02,Component X,No Defect,Morning,Inspector 3,104,0,1,0.0
2024-04-02,Component X,No Defect,Night,Inspector 4,242,0,1,0.0
2024-04-03,Component Y,No Defect,Night,Inspector 1,91,0,1,0.0
2024-04-03,Assembly A,No Defect,Night,Inspector 1,286,0,1,0.0
2024-04-03,Assembly A,No Defect,Morning,Inspector 2,105,0,1,0.0
2024-04-03,Assembly B,Surface Defect,Afternoon,Inspector 2,275,13,0,4.73
2024-04-03,Assembly B,No Defect,Afternoon,Inspector 1,189,0,1,0.0
2024-04-04,Assembly A,No Defect,Afternoon,Inspector 3,211,0,1,0.0
2024-04-04,Component Y,No Defect,Afternoon,Inspector 4,274,0,1,0.0
2024-04-04,Sub-System Z,Surface Defect,Afternoon,Inspector 3,128,3,0,2.34
2024-04-04,Component Y,No Defect,Morning,Inspector 3,165,0,1,0.0
2024-04-04,Component X,Surface Defect,Afternoon,Inspector 4,205,11,0,5.37
2024-04-05,Component Y,No Defect,Morning,Inspector 4,101,0,1,0.0
2024-04-06,Component X,Material Flaw,Night,Inspector 4,80,13,0,16.25
2024-04-06,Component Y,Assembly Fault,Morning,Inspector 3,191,13,0,6.81
2024-04-07,Assembly A,No Defect,Morning,Inspector 1,72,0,1,0.0
2024-04-07,Component Y,Dimensional Error,Afternoon,Inspector 2,233,9,0,3.86
2024-04-07,Assembly A,No Defect,Night,Inspector 2,265,0,1,0.0
2024-04-07,Component Y,No Defect,Night,Inspector 3,292,0,1,0.0
2024-04-08,Component Y,Material Flaw,Night,Inspector 3,91,5,0,5.49
2024-04-08,Component X,No Defect,Night,Inspector 2,219,0,1,0.0
2024-04-08,Sub-System Z,Material Flaw,Night,Inspector 4,183,11,0,6.01
2024-04-08,Assembly B,No Defect,Night,Inspector 3,55,0,1,0.0
2024-04-08,Assembly B,No Defect,Night,Inspector 3,142,0,1,0.0
2024-04-09,Component X,No Defect,Night,Inspector 2,141,0,1,0.0
2024-04-10,Component X,No Defect,Afternoon,Inspector 2,156,0,1,0.0
2024-04-10,Component Y,Surface Defect,Afternoon,Inspector 2,286,5,0,1.75
2024-04-10,Component X,Dimensional Error,Morning,Inspector 1,240,5,0,2.08
2024-04-11,Component Y,No Defect,Afternoon,Inspector 4,272,0,1,0.0
2024-04-11,Sub-System Z,Surface Defect,Night,Inspector 3,60,1,0,1.67
2024-04-12,Sub-System Z,No Defect,Afternoon,Inspector 1,249,0,1,0.0
2024-04-12,Assembly A,Material Flaw,Morning,Inspector 4,120,11,0,9.17
2024-04-12,Assembly A,No Defect,Night,Inspector 1,195,0,1,0.0
2024-04-13,Sub-System Z,No Defect,Afternoon,Inspector 1,192,0,1,0.0
2024-04-13,Sub-System Z,Surface Defect,Afternoon,Inspector 4,237,9,0,3.8
2024-04-15,Assembly A,No Defect,Afternoon,Inspector 4,65,0,1,0.0
2024-04-15,Sub-System Z,No Defect,Morning,Inspector 1,220,0,1,0.0
2024-04-15,Component Y,No Defect,Night,Inspector 4,203,0,1,0.0
2024-04-15,Component Y,No Defect,Morning,Inspector 2,271,0,1,0.0
2024-04-16,Component X,No Defect,Night,Inspector 4,226,0,1,0.0
2024-04-17,Assembly B,No Defect,Afternoon,Inspector 3,268,0,1,0.0
2024-04-17,Component X,No Defect,Afternoon,Inspector 2,168,0,1,0.0
2024-04-17,Assembly B,No Defect,Afternoon,Inspector 2,148,0,1,0.0
2024-04-17,Assembly A,Surface Defect,Afternoon,Inspector 4,283,9,0,3.18
2024-04-18,Component Y,No Defect,Afternoon,Inspector 1,203,0,1,0.0
2024-04-18,Component X,Dimensional Error,Afternoon,Inspector 1,144,12,0,8.33
2024-04-18,Assembly A,Surface Defect,Afternoon,Inspector 3,233,3,0,1.29
2024-04-18,Assembly B,No Defect,Night,Inspector 3,183,0,1,0.0
2024-04-20,Assembly A,No Defect,Morning,Inspector 4,104,0,1,0.0
2024-04-20,Component Y,Material Flaw,Afternoon,Inspector 3,70,5,0,7.14
2024-04-20,Assembly B,No Defect,Morning,Inspector 1,296,0,1,0.0
2024-04-20,Sub-System Z,No Defect,Night,Inspector 1,180,0,1,0.0
2024-04-21,Assembly A,Dimensional Error,Afternoon,Inspector 2,207,9,0,4.35
2024-04-21,Component X,Material Flaw,Afternoon,Inspector 4,137,5,0,3.65
2024-04-21,Sub-System Z,Dimensional Error,Morning,Inspector 3,70,5,0,7.14
2024-04-21,Assembly A,Assembly Fault,Afternoon,Inspector 4,101,5,0,4.95
2024-04-21,Sub-System Z,No Defect,Night,Inspector 1,59,0,1,0.0
2024-04-21,Assembly A,Assembly Fault,Night,Inspector 3,113,14,0,12.39
2024-04-22,Component X,Surface Defect,Morning,Inspector 1,126,14,0,11.11
2024-04-22,Component X,Surface Defect,Night,Inspector 4,270,8,0,2.96
2024-04-22,Component X,Material Flaw,Afternoon,Inspector 3,219,11,0,5.02
2024-04-22,Component X,No Defect,Afternoon,Inspector 1,146,0,1,0.0
2024-04-23,Assembly A,Dimensional Error,Afternoon,Inspector 2,108,1,0,0.93
2024-04-23,Component X,No Defect,Night,Inspector 3,168,0,1,0.0
2024-04-23,Component X,No Defect,Night,Inspector 2,102,0,1,0.0
2024-04-23,Component Y,No Defect,Afternoon,Inspector 3,112,0,1,0.0
2024-04-24,Assembly B,No Defect,Morning,Inspector 4,97,0,1,0.0
2024-04-24,Component X,Surface Defect,Morning,Inspector 2,89,5,0,5.62
2024-04-24,Assembly B,No Defect,Night,Inspector 1,260,0,1,0.0
2024-04-25,Component Y,Assembly Fault,Afternoon,Inspector 3,130,5,0,3.85
2024-04-25,Assembly B,No Defect,Morning,Inspector 4,200,0,1,0.0
2024-04-26,Component Y,No Defect,Morning,Inspector 2,120,0,1,0.0
2024-04-26,Assembly B,No Defect,Night,Inspector 3,158,0,1,0.0
2024-04-26,Assembly B,No Defect,Night,Inspector 2,267,0,1,0.0
2024-04-26,Assembly B,No Defect,Night,Inspector 2,196,0,1,0.0
2024-04-26,Assembly A,No Defect,Morning,Inspector 1,250,0,1,0.0
2024-04-27,Sub-System Z,No Defect,Night,Inspector 3,195,0,1,0.0
2024-04-28,Assembly B,Assembly Fault,Afternoon,Inspector 2,195,5,0,2.56
2024-04-28,Component Y,No Defect,Afternoon,Inspector 2,227,0,1,0.0
2024-04-28,Sub-System Z,No Defect,Morning,Inspector 3,158,0,1,0.0
2024-04-29,Assembly A,Assembly Fault,Morning,Inspector 4,258,8,0,3.1
2024-04-29,Component Y,No Defect,Morning,Inspector 4,178,0,1,0.0
2024-04-29,Assembly B,No Defect,Morning,Inspector 3,66,0,1,0.0
2024-04-30,Sub-System Z,No Defect,Night,Inspector 3,86,0,1,0.0
2024-04-30,Assembly A,No Defect,Night,Inspector 4,57,0,1,0.0
2024-04-30,Component Y,No Defect,Night,Inspector 3,117,0,1,0.0
2024-04-30,Assembly B,Dimensional Error,Morning,Inspector 3,243,12,0,4.94
2024-05-01,Assembly A,No Defect,Morning,Inspector 2,214,0,1,0.0
2024-05-02,Component X,Dimensional Error,Night,Inspector 3,281,3,0,1.07
2024-05-02,Sub-System Z,Dimensional Error,Afternoon,Inspector 4,290,13,0,4.48
2024-05-03,Sub-System Z,No Defect,Afternoon,Inspector 4,248,0,1,0.0
2024-05-04,Assembly B,Dimensional Error,Night,Inspector 1,121,12,0,9.92
2024-05-04,Component X,No Defect,Afternoon,Inspector 1,265,0,1,0.0
2024-05-04,Sub-System Z,Surface Defect,Morning,Inspector 2,245,14,0,5.71
2024-05-04,Assembly B,No Defect,Morning,Inspector 3,279,0,1,0.0
2024-05-05,Assembly A,Assembly Fault,Afternoon,Inspector 4,231,12,0,5.19
2024-05-06,Component Y,No Defect,Morning,Inspector 4,93,0,1,0.0
2024-05-06,Assembly B,Assembly Fault,Night,Inspector 3,154,1,0,0.65
2024-05-06,Assembly A,No Defect,Morning,Inspector 3,78,0,1,0.0
2024-05-06,Sub-System Z,No Defect,Morning,Inspector 1,51,0,1,0.0
2024-05-06,Component X,Surface Defect,Night,Inspector 4,168,14,0,8.33
2024-05-08,Component X,Material Flaw,Night,Inspector 2,59,11,0,18.64
2024-05-08,Assembly A,Dimensional Error,Night,Inspector 3,183,5,0,2.73
2024-05-08,Component X,No Defect,Morning,Inspector 2,269,0,1,0.0
2024-05-09,Assembly A,No Defect,Morning,Inspector 3,133,0,1,0.0
2024-05-09,Assembly B,No Defect,Afternoon,Inspector 3,79,0,1,0.0
2024-05-09,Assembly A,No Defect,Morning,Inspector 1,108,0,1,0.0
2024-05-10,Sub-System Z,Dimensional Error,Night,Inspector 3,217,13,0,5.99
2024-05-10,Sub-System Z,Assembly Fault,Morning,Inspector 3,120,9,0,7.5
2024-05-10,Sub-System Z,Surface Defect,Morning,Inspector 2,190,14,0,7.37
2024-05-10,Sub-System Z,No Defect,Afternoon,Inspector 2,288,0,1,0.0
2024-05-10,Component Y,No Defect,Night,Inspector 4,64,0,1,0.0
2024-05-11,Component Y,No Defect,Night,Inspector 2,295,0,1,0.0
2024-05-11,Component Y,No Defect,Morning,Inspector 1,259,0,1,0.0
2024-05-11,Component Y,No Defect,Afternoon,Inspector 2,104,0,1,0.0
2024-05-12,Component X,No Defect,Afternoon,Inspector 3,271,0,1,0.0
2024-05-12,Component Y,No Defect,Morning,Inspector 1,200,0,1,0.0
2024-05-12,Assembly A,No Defect,Morning,Inspector 3,143,0,1,0.0
2024-05-12,Component Y,No Defect,Morning,Inspector 2,202,0,1,0.0
2024-05-13,Assembly B,No Defect,Morning,Inspector 2,57,0,1,0.0
2024-05-13,Component Y,No Defect,Morning,Inspector 3,144,0,1,0.0
2024-05-13,Component X,Surface Defect,Morning,Inspector 3,135,6,0,4.44
2024-05-14,Sub-System Z,Material Flaw,Morning,Inspector 1,192,13,0,6.77
2024-05-14,Sub-System Z,Material Flaw,Night,Inspector 4,87,11,0,12.64
2024-05-15,Component X,Surface Defect,Afternoon,Inspector 1,62,2,0,3.23
2024-05-15,Component X,No Defect,Night,Inspector 2,133,0,1,0.0
2024-05-16,Sub-System Z,Surface Defect,Night,Inspector 2,282,2,0,0.71
2024-05-16,Assembly A,Dimensional Error,Night,Inspector 2,251,3,0,1.2
2024-05-16,Sub-System Z,Surface Defect,Afternoon,Inspector 4,226,3,0,1.33
2024-05-16,Component Y,Material Flaw,Afternoon,Inspector 3,291,5,0,1.72
2024-05-17,Component Y,Surface Defect,Night,Inspector 1,105,4,0,3.81
2024-05-17,Assembly A,Assembly Fault,Afternoon,Inspector 4,170,10,0,5.88
2024-05-17,Component Y,Material Flaw,Afternoon,Inspector 4,144,5,0,3.47
2024-05-19,Component Y,No Defect,Afternoon,Inspector 3,254,0,1,0.0
2024-05-20,Assembly A,No Defect,Morning,Inspector 4,287,0,1,0.0
2024-05-20,Component X,No Defect,Morning,Inspector 1,103,0,1,0.0
2024-05-22,Component X,No Defect,Afternoon,Inspector 1,196,0,1,0.0
2024-05-22,Component Y,No Defect,Morning,Inspector 1,53,0,1,0.0
2024-05-22,Component X,Dimensional Error,Night,Inspector 1,261,12,0,4.6
2024-05-23,Assembly A,No Defect,Afternoon,Inspector 1,53,0,1,0.0
2024-05-23,Assembly B,No Defect,Night,Inspector 2,240,0,1,0.0
2024-05-23,Component X,Surface Defect,Night,Inspector 1,124,14,0,11.29
2024-05-24,Component Y,No Defect,Afternoon,Inspector 4,276,0,1,0.0
2024-05-24,Sub-System Z,No Defect,Afternoon,Inspector 1,268,0,1,0.0
2024-05-24,Assembly A,Assembly Fault,Morning,Inspector 2,53,13,0,24.53
2024-05-25,Sub-System Z,No Defect,Morning,Inspector 1,168,0,1,0.0
2024-05-26,Assembly B,No Defect,Night,Inspector 3,111,0,1,0.0
2024-05-27,Assembly B,No Defect,Night,Inspector 4,201,0,1,0.0
2024-05-27,Sub-System Z,No Defect,Afternoon,Inspector 2,83,0,1,0.0
2024-05-28,Component X,Dimensional Error,Night,Inspector 1,131,4,0,3.05
2024-05-28,Assembly B,Dimensional Error,Afternoon,Inspector 3,129,3,0,2.33
